STATION,NAME,Day,Average_T,Max_T,Min_T
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/1/2019,60.5,64,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/2/2019,58.5,61,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/3/2019,58.5,62,55
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/4/2019,56.5,61,52
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/5/2019,58,68,48
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/6/2019,62.5,67,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/7/2019,57.5,62,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/8/2019,53.5,58,49
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/9/2019,52.5,59,46
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/10/2019,53,59,47
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/11/2019,54,59,49
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/12/2019,56,62,50
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/13/2019,56.5,62,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/14/2019,61,72,50
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/15/2019,63.5,75,52
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/16/2019,64,75,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/17/2019,61.5,72,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/18/2019,61.5,69,54
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/19/2019,58.5,64,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/20/2019,60.5,66,55
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/21/2019,57,62,52
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/22/2019,55.5,62,49
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/23/2019,56.5,63,50
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/24/2019,59.5,65,54
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/25/2019,58,66,50
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/26/2019,58.5,66,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/27/2019,60.5,65,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/28/2019,59.5,65,54
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/29/2019,57,64,50
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/30/2019,60,69,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",3/31/2019,66,78,54
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/1/2019,70.5,80,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/2/2019,61.5,66,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/3/2019,61.5,65,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/4/2019,60.5,65,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/5/2019,60.5,65,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/6/2019,61.5,66,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/7/2019,64,73,55
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/8/2019,68.5,79,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/9/2019,63,69,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/10/2019,60.5,70,51
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/11/2019,60,67,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/12/2019,61.5,67,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/13/2019,62,71,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/14/2019,62.5,71,54
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/15/2019,60,64,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/16/2019,61,64,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/17/2019,62.5,70,55
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/18/2019,64.5,73,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/19/2019,62,66,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/20/2019,60.5,63,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/21/2019,60,64,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/22/2019,60,66,54
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/23/2019,61.5,67,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/24/2019,63.5,69,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/25/2019,63,68,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/26/2019,62.5,66,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/27/2019,63,67,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/28/2019,64.5,69,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/29/2019,62,66,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",4/30/2019,60,63,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/1/2019,62.5,66,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/2/2019,62,67,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/3/2019,63.5,67,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/4/2019,62.5,67,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/5/2019,63,67,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/6/2019,63.5,68,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/7/2019,62,66,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/8/2019,61.5,64,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/9/2019,62,65,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/10/2019,63,68,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/11/2019,65,70,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/12/2019,65.5,70,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/13/2019,65.5,68,63
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/14/2019,66,69,63
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/15/2019,64,66,62
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/16/2019,63,66,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/17/2019,62,66,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/18/2019,61,68,54
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/19/2019,61.5,67,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/20/2019,61,65,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/21/2019,60.5,64,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/22/2019,61,64,58
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/23/2019,61,65,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/24/2019,61,68,54
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/25/2019,61.5,67,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/26/2019,59.5,62,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/27/2019,60,64,56
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/28/2019,60,67,53
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/29/2019,62.5,68,57
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/30/2019,64,67,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",5/31/2019,63.5,66,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/1/2019,62.5,66,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/2/2019,62.5,65,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/3/2019,63.5,66,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/4/2019,63.5,66,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/5/2019,63.5,66,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/6/2019,63.5,66,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/7/2019,64,67,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/8/2019,64.5,68,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/9/2019,66.5,74,59
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/10/2019,72,84,60
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/11/2019,68,74,62
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/12/2019,67,71,63
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/13/2019,64,67,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/14/2019,65,68,62
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/15/2019,66.5,70,63
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/16/2019,65,67,63
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/17/2019,63.5,65,62
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/18/2019,64,67,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/19/2019,65.5,70,61
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/20/2019,66,70,62
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/21/2019,65.5,69,62
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/22/2019,67,71,63
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/23/2019,68.5,72,65
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/24/2019,66,69,63
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/25/2019,63.5,65,62
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/26/2019,65.5,69,62
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/27/2019,67,71,63
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/28/2019,68,73,63
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/29/2019,69.5,76,63
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",6/30/2019,73,79,67
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/1/2019,68,73,63
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/2/2019,68,73,63
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/3/2019,67.5,71,64
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/4/2019,68,71,65
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/5/2019,68.5,72,65
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/6/2019,67.5,70,65
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/7/2019,67.5,71,64
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/8/2019,68,72,64
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/9/2019,70,74,66
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/10/2019,69.5,74,65
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/11/2019,70.5,75,66
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/12/2019,70,74,66
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/13/2019,69.5,74,65
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/14/2019,69,73,65
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/15/2019,70,75,65
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/16/2019,69.5,74,65
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/17/2019,68.5,72,65
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/18/2019,70,74,66
USW00003177,"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US",7/19/2019,68,71,65
